Año;Serial;Evento;ADM1_CODE;ADM1;ADM2_CODE;ADM2;LUGAR;Fecha;Observaciones;Causa;Descripción de la Causa;Fuente;Magnitud;Número GLIDE;Otros sectores;Fichas;Muertos;Heridos;Desaparecidos;Viviendas Destruídas;Viviendas Afectadas;Damnificados;Afectados;Reubicados;Evacuados;Pérdidas $USD;Pérdidas $Local;Centros Educativos;Centros Médicos;Daños cultivos Ha
2006;2006-00014;FIRE;6;Managua;605;Managua;Mercado Oriental.;2006/10/28;Tres bodegas se quemaron, fuego arrasó 500 metros de extensión, dos personas con quemaduras y un afectado por falta de respiración. Quince personas afectadas. Los datos de afectados se dedujeron de multiplicar por cinco las bodegas afectadas.;EXPLOSION;Explosón de pólvora en una bodega de almacenamiento.;La Prensa 2006-10-29 P.1A,P.5A;;;;1;;2;;;;;15;;;;;;;
2006;2006-00015;EXPLOSION;8;Granada;804;Nandaime;Quinta Catalina, Barrio José Dolores Estrada.;2006/11/14;Explosió dejó un muerto y 16 heridos. Datos reflejados por la fuente.;BEHAVIOR;Explotaron 50 libras de pólvora..;La Prensa 2006-11-14 P.1A;;;;1;1;16;;;;;;;;;;;;
2006;2006-00016;FORESTFIRE;4;Chinandega;412;Chichigalpa;Ingenio San Antonio;2006/11/16;Quema de caña afectó la producción. Se dejaron de moler 133 mil 500 toneladas de caña de azúcar. Los datos de pérdidas economicas y de producción los refleja la fuente.;BEHAVIOR;Cazadores de la fauna silvestre (conejos y garrobos).;La Prensa 2006-11-17 P.7B;;;;1;;;;;;;;;;2200000;39366140;;;16
2006;2006-00017;FIRE;6;Managua;605;Managua;Mercado Iván Montenegro.;2006/12/21;Tres tramos del mercado se quemaron totalmente, perdieron todo. Datos proporcionados por la fuente.;SHORTCIRCUIT;Fuego inició en tramo de taller eléctrico.;La Prensa 2006-12-22 P.10B;;;;1;;;;3;;15;;;;;;;;
2007;2007-00001;FIRE;6;Managua;605;Managua;Centro Comercial Mercado Oriental.;2007/1/15;Incendio en almacenes de la empresa Cereales Supremo. Los datos de damnificados se dedujo de multiplicar por cinco el inmueble destruido.;SHORTCIRCUIT;Malas instalaciones eléctricas.;La Prensa 2007-01-06 P.5B;;;maquinarias para procesar cereal, hornos, papelerias, soldad;1;;;;1;;5;;;;;;;;
2007;2007-00002;OTHER;1;Nueva Segovia;104;San Fernando;San Fernando, Jalapa.;2007/2/13;8000 metros de pinares afectados por el gorgojo descortezador de pino, en el borde fronterizo de Honduras entre los municipios San Fernando y Japala. Datos proporcionados porla fuente.;PLAGUE;Las quemas frecuentes debilitan los pinos establecidos,  pro;La Prensa 2007-02-14 P.7A;;;;1;;;;;;;;;;;;;;8000
2007;2007-00003;DROUGHT;17;Río San Juan;1704;San Carlos;Comunidad El Granadino Central;2007/4/21;Comunidad El Granadino Central afectados por la sequía. La fuente sólo dice que afectó, no brinda otros datos.;ATMOSPHCONDITION;Sequía prolongada, acompañada de deforestación en la zona de;La Prensa 2007-04-22 P.6A;;;;1;;;;;;;;;;;;;;
2007;2007-00004;DROUGHT;8;Granada;803;Granada;El Paso de Malacatoya;2007/5/7;La Prensa 2007-05-08 P.1A: Sequía por falta de lluvias en el Paso de Malacatoya, Granada. La Prensa 2007-05-08 P.6A: poca afluencia en el Río Tipitapa, 5000 personas afectadas con necesidad de agua para consumo y para riego de plantíos. El número de afectados lo reveló la fuente.;ATMOSPHCONDITION;Estación seca prolongada.;"La Prensa 2007-05-08 P.1A; P.6A";;;;1;;;;;;;5000;;;;;;;
2007;2007-00005;OTHER;15;RAAN;1506;Siuna;Casco urbano de Siuna;2007/5/8;Desabastecimiento de agua en Siuna por falta de energía eléctrica. El número de afectados lo reveló la fuente.;OTHER;Desperfecto en la red de distribución y falta de energía elé;La Prensa 2007-05-09 P.6B;;;;1;;;;;;;20000;;;;;;;
2007;2007-00006;FIRE;6;Managua;605;Managua;Mercado Mayoreo;2007/5/4;Ocho tramos incendiados, cuatro tramos afectados, siete personas afectadas por el humo.  Los datos de damnificados y afectados se dedujo de multiplicar por cinco los tramos quemados y afectados.;SHORTCIRCUIT;IMalas instalaciones eléctricas.;La Prensa 2007-05-05 P.4A;;;;1;;7;;8;4;40;20;;;;;;;
2007;2007-00007;FIRE;6;Managua;605;Managua;Centro Comercial Mercado Oriental;2007/5/5;Dos bodegas de granos básicos fueron incendiados en el Mercado Oriental. Datos proporcionados por la fuente. Las viviendas destruidas se refiere a los tramos incendiados.;EXPLOSION;Fuego ocasionado por explosión en transformador del tendido ;La Prensa 2007-05-06 P.5B;;;;1;;;;2;;10;;;;163857,42;3000000;;;
2007;2007-00008;LANDSLIDE;1;Nueva Segovia;102;Murra;El Dorado;2007/5/28;La Prensa 2007-06-01 P-1A: 83 personas evacuadas por derrumbe del cerro El Rosario en la comunidad de El Dorado. La Prensa 2007-06-01 P.7A: Deslave en El Dorado, 5 casas destruidas, 19 viviendas afectadas, 249 personas afectadas, 10 comunidades incomunicadas. Los datos fueron proporcionados por la fuente.;RAIN;Tormenta Tropical Bárbara.;"La Prensa 2007-06-01 P.1A; P.7A";;;;1;;;;5;19;25;249;;83;;;;;
2007;2007-00009;FLOOD;13;Jinotega;1302;Cuá Bocay;San José de Bocay;2007/5/28;377 personas afectadas por intensas lluvias en San José Bocay. El número de afectados lo reveló la fuente.;RAIN;Tormenta Tropical Bárbara;La Prensa 2007-06-01 P..7A;;;;1;;;;;;;377;;;;;;;
2007;2007-00010;FLOOD;5;León;508;León;Puente El Palermo, Puente San Benito.;2007/5/31;Dos puentes desbordados en carretera León- Poneloya, afectando la circulación de los vehiculos.;OVERFLOW;Fuertes lluvias por Tormenta Tropical Barbara.;La Prensa 2007-06-01 P.7A;;;;1;;;;;;;;;;;;;;
2007;2007-00011;OTHER;3;Estelí;306;San Nicolás;El municipio de San Nicolás,;2007/6/12;198 hectáreas de pino  afectadas por plaga de gorgojo. Datos proporcionados por la fuente.;PLAGUE;Quemas frecuentes debilitan los pinos establecidos, la resis;La Prensa 2007-06-13 P.4B;;;;1;;;;;;;;;;;;;;198
2007;2007-00012;STRUCTURE;6;Managua;605;Managua;Managua;2007/8/27;La Prensa 2007-08-28 P.1A: Las corrientes causadas por fuertes lluvias rompieron tubo de distribución de agua potable. La Prensa 2007-08-28 P.5A: 313 personas evacuadas.;RAIN;Fuertes lluvias rompieron tubo de distribución de agua potab;"La Prensa 2007-08-28 P.1A; P.5A.";;;;1;;;;;;;;;313;;;;;
2007;2007-00013;STRONGWIND;14;Matagalpa;1406;Matagalpa;Avenida Bartolomé Martínez;2007/8/17;Fuertes vientos y aguacero botaron árbol de eucalipto  que obstruyó el paso sobre la Avenida Bartolomé Martínez, un muerto al caerle un árbol en el sector del Valle El Ocote, daños en techos y escuelas, afectaciones en los cables de tendido eléctrico. datos proporcionados por la fuente.;ATMOSPHCONDITION;;La Prensa 2007-08-18 P.1A;;;;1;1;;;;;;;;;;;;;
2007;2007-00014;FLOOD;9;Carazo;902;Jinotepe;Jinotepe;2007/8/18;De Zona Franca Textiles Válidos S.A. de Jinotepe,  salen corrientes de agua pluvial provocando inundaciones  y casionando pérdidas a pequeño productor de granos básicos:  2.09 hectáreas de cultivos de frijol, maíz y brocoli. Tambien inunda calles y viviendas vecinas.;HUMANERROR;Empresa no hizo estudio de impacto ambiental, no tomó en cue;La Prensa 2007-08-19 P.6A;;;;1;;;;;;;;;;;;;;2,09
2007;2007-00015;FLOOD;15;RAAN;1502;Bilwi;Kukrira, Bismuna, Pahra, Tuapi, Barra de Sandy Bay, Prinzapo;2007/9/4;La Prensa 2007-09-05 P.1A: 5 personas muertas, 1 desaparecida, 3 mil casas destruidas, 2686 casas afectadas, servicios básicos dañados. La Prensa 2007-09-05 p.6A: 38mil personas damnificadas. La Prensa 2007-09-07 P.8A: Daños en Hospital Bello Amanecer. La Prensa 2007-09-21 P.5A: Daños en 24 Puestos de Salud en comunidades: Sandy Bay, Prinzapolka, Llano Norte y Llano Sur. El número de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;Huracán;Huracán Felix;"La Prensa 2007-09-05 P.1A; P.6A; 2007-09-07 P.8A; 2007-09-21 P.5A";5;;Torre de aeropuerto local colapsó, plana del río Wawabun se ;1;5;;1;3000;2686;38000;13430;;;;;;1;
2007;2007-00016;STRONGWIND;1;Nueva Segovia;103;El Jicaro;Comunidad El Carmen;2007/9/4;Viento votó dos postes del tendido eléctrico en la Comunidad El Carmen, dejando sin energía eléctrica a cinco comunidades.;Huracán;Huracán Felix;La Prensa 2007-09-05 P.6A;;;;1;;;;;;;;;;;;;;
2007;2007-00017;FLOOD;13;Jinotega;1301;Wiwilí;San Andrés de Bocay, Walakistan.;2007/9/5;1200 evacuados en San Andrés de Bocay, 6000 afectados y 6 viviendas destruidas en Walakistan, del Municipio de Wiwili, Jinotega debido a inundaciones provocadas por Huracán Felix. El número de de afectados se dedujo de multiplicar por cinco las 1200 familias proporcionadas por la fuente.;Huracán;Huracán Felix;La Prensa 2007-09-06 P.6A;;;;1;;;;6;;;6000;;1200;;;;;
2007;2007-00018;FLOOD;13;Jinotega;1307;Jinotega;Comunidades Aroskiwas, Bankawas y Linda Vista, cercanas a Ji;2007/9/5;El número de daminificados se dedujo de multiplicar por cinco el número de viviendas afectadas.;Huracán;Huracán Felix;La Prensa 2007-09-06 P.6A;;;;1;;;;14;;70;;;;;;;;
2007;2007-00019;FLOOD;1;Nueva Segovia;108;Santa María;Comunidad El Zurzular, Ococona, Río Las Playas;2007/9/5;Destrucción de caja del puente en Comunidad El Zurzular y crecida de Río Las Playas en Ococona dejó incomunicado el Municipio Santa María.;OVERFLOW;Huracán Felix;La Prensa 2007-09-06 P.6A;;;;1;;;;;;;;;;;;;;
2007;2007-00020;STRONGWIND;1;Nueva Segovia;102;Murra;Murra, Nueva Segovia.;2007/9/5;El Municipio de Murra no tuvo energía eléctrica por problemas ocasionados por los vientos en los postes y tendido eléctrico.;Huracán;Huracán Felix;La Prensa 2007-09-06 P6A;;;;1;;;;;;;;;;;;;;
2007;2007-00021;FLOOD;6;Managua;602;Tipitapa;Río La Palmita;2007/9/5;Desbordamiento del Río La Palmita dejó incomunicada Tipitapa y San Francisco Libre.;OVERFLOW;Huracán Felix;La Prensa 2007-09-05 P.6A;;;;1;;;;;;;;;;;;;;
2007;2007-00022;FLOOD;15;RAAN;1502;Bilwi;Sandy Bay;2007/9/6;300 muertos, 1000 desaparecidos y 63 heridos producto de inundaciones provocadas por el Huracán Felix en Sandy Bay.;Huracán;Huracán Felix;La Prensa 2007-09-07 P.8A;;;;1;300;63;1000;;;;;;;;;;;
2007;2007-00023;FLOOD;15;RAAN;1503;Rosita;Triángulo Minero: Rosita, Bonanza y Tasba Pri.;2007/9/8;53 mil damnificados en el triángulo minero: Rosita, Bonanza, Tasba Pri, producto de las inundaciones ocasionadas por el paso del Huracán Felix.;Huracán;Huracán Felix.;La Prensa 2007-09-09 P.4A;;;;1;;;;;;53000;;;;;;;;
2007;2007-00024;FLOOD;15;RAAN;1502;Bilwi;Tasba Pri;2007/9/8;28 muertos en Tasba Pri por inundaciones producto del Huracán Felix.;Huracán;Huracán Felix.;La Prensa 2007-09-09 P.4A;;;;1;28;;;;;;;;;;;;;
2007;2007-00025;FLOOD;13;Jinotega;1302;Cuá Bocay;Bosawás;2007/9/8;400 mil hectáreas de bosques perdidas por las inundaciones por el paso del Huracán Felix.;Huracán;Huracán Félix.;La Prensa 2007-09-09 P.6A;;;;1;;;;;;;;;;;;;;400000
2007;2007-00026;FLOOD;15;RAAN;1503;Rosita;Comunidades Sumubila, Betania, Saniglaya, Boomsirpi, Waykala;2007/9/20;12 puestos de salud destruidos en su totalidad con el paso del Huracán Felix.;Huracán;Huracán Felix.;La Prensa 2007-09-21 P.5A;;;;1;;;;;;;;;;;;;;
2007;2007-00027;RAIN;6;Managua;605;Managua;Managua;2007/9/22;200000 metros de calles asfaltadas y 24000 metros de adoquinado dañado por intensas lluvias.;ATMOSPHCONDITION;;La Prensa 2007-09-23 P.3A;;;;1;;;;;;;;;;;;;;
2007;2007-00028;OTHER;4;Chinandega;409;Chinandega;Chinandega;2007/9/25;185mil habitantes de 17 barrios y comarcas de Chinandega con problemas de desabastecimiento de agua por falta de energía eléctrica.;OTHER;Desabastecimiento de agua potable.;La Prensa 2007-09-26 P.4A;;;;1;;;;;;;;;;;;;;
2007;2007-00029;OTHER;1;Nueva Segovia;109;Ocotal;Río Dipilto.;2007/9/24;40mil habitantes de Ocotal con problemas de desabastecimiento de agua potable por obstrucción de la presa de captación y los altos niveles de turbidez en las aguas del Río Dipilto.;OTHER;Desabastecimiento de agua potable.;La Prensa 2007-09-05 P.7B;;;;1;;;;;;;;;;;;;;
2007;2007-00030;FLOOD;14;Matagalpa;1407;San Ramón;San Ramón;2007/10/14;Pérdidas de cosechas en San Ramón por intensas lluvias: 358.88Ha de frijol, 42.21Ha de maíz, 18.59Ha de café, 1.39Ha de sorgo, 11.18Ha de hortalizas, 0.69Ha de chayote, 1.39Ha de maracuya. 66000 metros de carreteras y caminos dañadas.;RAIN;LLuvias Intensas en San Ramón;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;432,31
2007;2007-00032;FLOOD;8;Granada;803;Granada;Malacatoya;2007/10/9;119 evacuados en Malacatoya, Granada por inundaciones provocadas por intensas lluvias.;RAIN;;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;119;;;;;
2007;2007-00033;FLOOD;14;Matagalpa;1407;San Ramón;San Ramón;2007/10/9;530 personas evacuadas en el Municipio San Ramón, Matagalpa por inundaciones provocadas por intensas lluvias.;RAIN;Lluvias intensas en el Norte de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;530;;;;;
2007;2007-00034;FLOOD;6;Managua;605;Managua;Managua;2007/10/9;119 evacuados en Managua por intensas lluvias.;RAIN;Lluvias Intensas en Managua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;119;;119;;;;;
2007;2007-00035;FLOOD;3;Estelí;303;Estelí;Estelí;2007/10/9;El desastre abarca varios municipios hay ficha por cada uno de ellos.;RAIN;Lluvias intensas en el Norte de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;531;;183;;;;;
2007;2007-00036;FLOOD;3;Estelí;304;San Juan de Limay;San Juan de Limay;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Intensas lluvias en el Norte de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00037;FLOOD;3;Estelí;306;San Nicolás;San Nicolás.;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Intensas lluvias en el Norte de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00038;FLOOD;4;Chinandega;409;Chinandega;Chinandega;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Lluvias intensas en el occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;5568;;3361;;;;;
2007;2007-00039;FLOOD;4;Chinandega;404;Santo Tomás del Norte;Santo Tomás del Norte;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;LLuvias Intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00040;FLOOD;4;Chinandega;407;Somotillo;Somotillo;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Lluvias intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00041;FLOOD;4;Chinandega;408;Villanueva;Villanueva;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;LLuvias intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00042;FLOOD;4;Chinandega;406;Puerto Morazán;Puerto Morazán;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;LLuvias intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00043;FLOOD;4;Chinandega;410;El Realejo;El Realejo;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;LLuvias intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00044;FLOOD;4;Chinandega;405;El Viejo;El Viejo;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Lluvias intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00045;FLOOD;4;Chinandega;413;Posoltega;Posoltega;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Lluvias intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00046;FLOOD;4;Chinandega;412;Chichigalpa;Chichigalpa;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Intensas lluvias en Chichigalpa.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00047;FLOOD;5;León;508;León;León;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;LLuvias intensas en Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;1908;;;;;
2007;2007-00048;FLOOD;5;León;502;El Sauce;El Sauce;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Intensas lluvias en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00049;FLOOD;5;León;507;Quezalguaque;Quezalguaque;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;lluvias intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 p.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00050;FLOOD;5;León;506;Telica;Telica;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Lluvias Intensas en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00051;FLOOD;5;León;505;Larreynaga;Larreynaga.;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Intensas lluvias en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00052;FLOOD;5;León;509;La Paz Centro;La Paz Centro;2007/10/9;El desastre abarca varios municipios, hay ficha por cada uno de ellos.;RAIN;Intensas lluvias en el Occidente de Nicaragua.;La Prensa 2007-10-15 P.12A;;;;1;;;;;;;;;;;;;;
2007;2007-00053;FLOOD;13;Jinotega;1307;Jinotega;Lago de Apanás;2007/10/17;La Prensa 2007-10-18 P.1A: Lago de Apanás, Jinotega. La Prensa 2007-10-18 P.4A: dañado por la inundación cultivos de tomate, repollo, lechuga, maíz, frijol y cebolla.;RAIN;;"La Prensa 2007-10-18 P.1A; P.4A.";;;;1;;;;;;;;;;;;;;69,8896
2007;2007-00054;FLOOD;14;Matagalpa;1406;Matagalpa;Río Grande de Matagalpa;2007/10/18;4 personas muertas y 2 desaparecidos por el desbordamiento del Río Grande de Matagalpa.;OVERFLOW;Desbordamiento del Río Grande de Matagalpa.;La Prensa 2007-10-19 P.1A;;;;1;4;;2;;;;;;;;;;;
2007;2007-00055;FLOOD;14;Matagalpa;1411;San Dionisio;Río Grande de Matagalpa;2007/10/18;El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;OVERFLOW;Desbordamiento del Río Grande de Matagalpa.;La Prensa 2007-10-19 P.10A;;;;1;1;;;20;567;;2835;;547;;;;;
2007;2007-00056;FLOOD;4;Chinandega;409;Chinandega;Ríos Estero Real y Negro. Comunidades: Apacunca, Villa 15 de;2007/10/11;Desbordamiento de los Ríos Estero Real y Negro causó daños en la red vial y alcantarillas de las comunidades Apacunca, Villa 15 de Julio, Matapalo, Acuastalapa, Las 40, Jícaro Bonito, El Danto y Santa Paula.;OVERFLOW;Desbordamiento de los ríos Estero Real y Negro.;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;;;;;;
2007;2007-00057;FLOOD;5;León;502;El Sauce;Río Los Limones, Achuapa, El Sauce, Los Panales, Las Palmas,;2007/10/11;Desborde del Río Los Limones dañó vías de acceso a Achuapa y El Sauce, dejando incomunicados a los Panales, Las Palmas, Río Grande, Los Loros y Hato Viejo.;OVERFLOW;Desbordamiento del río Los Limones.;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;;;;;;
2007;2007-00058;FLOOD;5;León;504;El Jicaral;Río El Tamarindo, Cuatro Palos, Casa Nueva, Talista, Santa H;2007/10/12;Desboramiento del Río El Tamarindo ocasionó incomunicación en Cuatro Palos, Casa Nueva, Talista, Santa Helena y La Montañita.;OVERFLOW;Desbordamiento del río El Tamarindo;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;;;;;;
2007;2007-00059;FLOOD;5;León;510;Nagarote;Río El Tamarindo, La Quebrada, La Mojarra, Vía Samaria, El T;2007/10/11;Desbordamiento en el Río El Tamarindo ocasionó incomunicación en La Quebrada, La Mojarra, Vía Samaria, El Tamarindo y Papalonal.;OVERFLOW;Desbordamiento del río El Tamarindo.;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;;;;;;
2007;2007-00060;FLOOD;5;León;505;Larreynaga;Malpaisillo, Río Sinecapa, Las Lomas, San Claudio, Charco de;2007/10/11;Desbordamiento del río El Sinecapa, incomunicó Las Lomas, San Claudio, Charco de los Bueyes, El Espino, San Agustin y La Unión.;OVERFLOW;Desbordamiento del río El Sinecapa.;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;;;;;;
2007;2007-00061;FLOOD;14;Matagalpa;1407;San Ramón;San Ramón.;2007/10/11;El Río Grande de Matagalpa se desbordó destruyendo cinco viviendas. Los datos de damnificados se dedujo de multiplicar por cinco las viviendas destruidas.;OVERFLOW;Desbordamiento del Río Grande de Matagalpa.;La Prensa 2007-10-12 P.1A;;;;1;;;;5;;30;;;;;;;;
2007;2007-00062;FLOOD;3;Estelí;303;Estelí;Barrio Emmanuel Mongalo;2007/10/11;La fuente no refleja otros datos.;RAIN;;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;170;;;;;
2007;2007-00063;FLOOD;6;Managua;605;Managua;Barrio Ayapal.;2007/10/11;;RAIN;;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;70;;;;;
2007;2007-00064;FLOOD;8;Granada;803;Granada;Tepalón.;2007/10/11;El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;RAIN;;La Prensa 2007-10-12 P.1A;;;;1;;;;;20;;100;;;;;;;
2007;2007-00065;FLOOD;5;León;504;El Jicaral;Comunidad Los Zarzales, Río Sinecapa.;2007/10/11;La fuente no refleja otros datos.;OVERFLOW;Río Sinecapa.;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;30;;;;;
2007;2007-00066;FLOOD;5;León;502;El Sauce;Río El Caimito.;2007/10/11;Desborde río El Caimito, inunda tres viviendas.;OVERFLOW;Desbordamiento río El Caimito.;La Prensa 2007-10-12 P.1A;;;;1;;;;;3;;15;;;;;;;
2007;2007-00067;FLOOD;14;Matagalpa;1405;Sébaco;Río Carreta Quebrada, Sector La Perla.;2007/10/11;Desborde del río Carreta Quebrada causó incomunicación en el sector La Perla.;OVERFLOW;Desbordamiento del río Carreta Quebrada.;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;25;;;;;
2007;2007-00068;FLOOD;14;Matagalpa;1412;Terrabona;Quebrada Sapasmapa, Terrabona y El Puente Wopal.;2007/10/11;Desbordamiento de l quebrada Sapasmapa ocasionó incomunicación entre Terrabona y el Puente Wopal.;OVERFLOW;Desborsamiento de la quebrada Sapasmapa;La Prensa 2007-10-12 P.1A;;;;1;;;;;;;;;;;;;;
2007;2007-00069;LANDSLIDE;14;Matagalpa;1406;Matagalpa;Barrio 25 de abril.;2007/10/11;El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;RAIN;;La Prensa 2007-10-12 P.1A;;;;1;;;;;2;;10;;;;;;;
2007;2007-00070;FLOOD;4;Chinandega;407;Somotillo;Somotillo y Villa 15 de Julio.;2007/10/12;700 personas evacuadas y 56 comunidades afectadas entre Somotillo y Villa 15 de Julio.;RAIN;Intensa lluvias provocadas por dos centros de baja presión e;La Prensa 2007-10-13 P.4A;;;;1;;;;;;;;;700;;;;;
2007;2007-00071;FLOOD;13;Jinotega;1307;Jinotega;Lago de Apanás.;2007/10/12;Pérdida de plantíos de maíz, repollo, tomate y cebolla por inundaciones.;OVERFLOW;Desbordamiento del Lago de Apanás.;La Prensa 2007-10-13 P.4A;;;;1;;;;;;;;;;;;;;
2007;2007-00072;FLOOD;5;León;509;La Paz Centro;Cuatro Palos, Río Sinecapa y El Papalonal.;2007/10/12;200 personas evacuadas, una vivienda destruida, por desborde de Río Sinecapa y el Papalonal. El dato de daminificados se dedujo de multiplicar por cinco el número de viviendas destruidas.;OVERFLOW;Desbordamiento de los ríos Sinecapa y el Papalonal.;La Prensa 2007-10-13 P.4A;;;;1;;;;1;;5;;;200;;;;;
2007;2007-00073;SPATE;1;Nueva Segovia;101;Jalapa;Ríos Lindo y Mosolí.;2007/10/13;Desborde de ríos Lindo y Mosolí destruye carreteras y caminos en Jalapa.;OVERFLOW;Fuertes lluvias provocan desbordamiento en los ríos Lindo y ;La Prensa 2007-10-14 P.4A;;;;1;;;;;;;;;;;;;;
2007;2007-00074;FLOOD;1;Nueva Segovia;107;Macuelizo;Río Siquia;2007/10/13;La fuente sólo refleja que hubo afectados, no refleja otros datos.;OVERFLOW;Desbordamiento del río Siquía.;La Prensa 2007-10-14 P.4A;;;;1;;;;;;;;;;;;;;
2007;2007-00075;SPATE;1;Nueva Segovia;103;El Jicaro;El Jicaro;2007/10/13;Carreteras y caminos destruìdos por la creciente del Río El Jicaro.;OVERFLOW;Desbordamiento del río El Jícaro.;La Prensa 2007-10-14A;;;;1;;;;;;;;;;;;;;
2007;2007-00076;SPATE;1;Nueva Segovia;111;Quilalí;El Jicaro;2007/10/13;Carreteras y caminos destruìdos por la creciente del Río  el Jicaro.;OVERFLOW;Desbordamiento del río el Jicaro.;La Prensa 2007-10-14 P.4A;;;;1;;;;;;;;;;;;;;
2007;2007-00077;FLOOD;1;Nueva Segovia;111;Quilalí;Río Coco;2007/10/13;La fuente refleja que hubo afectados, no hay otros datos.;OVERFLOW;Intensas lluvias provocán desbordamiento en el río Coco.;La Prensa 2007-10-14 P.4A;;;;1;;;;;;;;;;;;;;
2007;2007-00078;FLOOD;8;Granada;803;Granada;Tepalón 1, Tepalón 2, Malacatoya;2007/10/13;El dato de afectados se dedujo de multiplicar por cinco el número de viviendas afectadas.;RAIN;;La Prensa 2007-10-14 P.4A;;;;1;;;;;57;;285;;;;;;;
2007;2007-00079;FLOOD;5;León;504;El Jicaral;Río Sinecapa. Comunidades: Las Mojarras, La Montañita, Samar;2007/10/13;Comunidades aisladas por crecida del río Sinecapa.;OVERFLOW;Desbordamiento del río Sinecapa.;La Prensa 2007-14 P.4A;;;;1;;;;;;;;;;;;;;
2007;2007-00080;SPATE;14;Matagalpa;1406;Matagalpa;Matagalpa;2007/10/19;250000 metros  de caminos hacia las zonas productivas fueron dañados por intensas lluvias.;RAIN;LLuvias intensas en Matagalpa.;La Prensa 2007-10-20 P.6A;;;;1;;;;;;;;;;;;;;
